score,s0,s1,seed,spawn,marsh_n,marsh_d,paper4_n,paper_d,head_d,head,coal_n,coal_d,clay_d,gravel_d
1389.553782311696,577.0,812.553782311696,1414843377087821287,"-8,27",0,,3,176,125,Bone Shovel Head,8,262,162,3
1405.7229961108799,288.0,1117.7229961108799,2539265119761348090,"81,-216",0,,1,94,,,0,,112,7
1406.7327354436115,582.0,824.7327354436117,-2130887241442181697,"-28,-112",0,,1,136,177,Bone Axe Head,0,,191,9
1415.2733705718656,542.0,873.2733705718656,3399916696199362718,"0,0",19,212,1,149,,,14,78,69,11
1431.639209034025,351.0,1080.639209034025,-5769539541240502682,"242,-207",0,,2,57,,,36,243,199,9
1431.7544869729957,359.0,1072.7544869729957,-4271000560098737380,"85,50",0,,1,49,,,0,,79,7
1432.6784353984895,591.0,841.6784353984896,-6481071391129148785,"-76,-48",0,,2,151,178,Flint Shovel Head,0,,129,9
1437.9915122297307,634.0,803.9915122297308,3502676190559966061,"0,0",0,,1,152,140,Stone Axe Head,0,,91,11
1442.9761770653465,380.0,1062.9761770653465,-5330023274605787211,"116,-476",27,404,0,,147,Stone Axe Head,0,,13,6
1444.0805639476794,617.0,827.0805639476793,944623005278389159,"0,0",0,,2,179,136,Flint Axe Head,27,278,61,11
1452.121422386541,391.0,1061.121422386541,-5500851865570346675,"62,36",0,,0,,37,Bone Axe Head,0,,186,7
1454.8845270851891,519.0,935.8845270851891,7141182521663590174,"-41,-57",4,251,1,173,,,0,,272,1
1455.773780845922,370.0,1085.773780845922,144502277604908872,"21,53",0,,1,62,,,0,,68,4
1458.252263323576,430.0,1028.252263323576,-1797405658177522271,"25,-72",0,,4,264,252,Cactus Axe Head,0,,,1
1468.86298349093,361.0,1107.86298349093,-3142485033118337438,"40,-9",0,,1,84,,,0,,130,1
1470.5414991421667,317.0,1153.5414991421667,3648428088879205638,"94,67",0,,1,130,,,0,,149,8
1475.5509355714103,346.0,1129.5509355714103,-3659947606267584773,"-20,19",0,,1,106,,,10,353,34,6
1487.6787870774913,372.0,1115.6787870774913,7074845315125634737,"23,24",0,,0,,92,Stone Shovel Head,0,,63,1
1491.717176534632,383.0,1108.717176534632,-1409529107416301256,"0,0",0,,1,85,,,8,114,47,11
1494.5080418238226,625.0,869.5080418238225,7908589873669908368,"55,46",29,179,1,179,,,0,,244,6
1503.4994291041476,634.0,869.4994291041476,-6142868940046305699,"129,363",0,,1,178,180,Stone Shovel Head,0,,215,8
1523.0462863776447,391.0,1132.0462863776447,-1820661534518306305,"0,0",0,,1,108,,,0,,57,11
1530.6231331972044,402.0,1128.6231331972044,7742770952409995892,"66,-7",0,,1,105,,,0,,65,6
1537.4123975929863,415.0,1122.4123975929863,1424042277654610950,"77,-20",0,,1,98,,,0,,94,6
1545.3498844375276,424.0,1121.3498844375276,-3013484044701601670,"49,119",0,,0,,97,Bone Axe Head,0,,29,7
1546.8590005416033,413.0,1133.8590005416033,-6869972538948487411,"61,54",0,,0,,110,Flint Axe Head,0,,78,5
1549.0227249253535,415.0,1134.0227249253535,-278192217670705541,"143,45",0,,1,110,,,0,,64,9
1550.955876626847,357.0,1193.955876626847,5556996093738979729,"-180,-308",0,,1,170,,,11,177,52,6
1551.8946784598588,433.0,1118.8946784598588,-670396231831959138,"0,0",0,,1,95,,,0,,47,11
1559.235310715707,431.0,1128.235310715707,5866649550447996024,"-43,13",0,,1,104,,,0,,67,6
1565.8463877336476,428.0,1137.8463877336476,9128670922786841669,"-250,173",0,,1,114,,,0,,69,5
1573.2081528017131,429.0,1144.2081528017131,6406299252707879650,"144,-88",14,120,0,,,,24,85,142,8
1575.884064383737,470.0,1105.884064383737,4626223870758620378,"-188,90",0,,1,82,,,0,,53,4
1584.5530208376795,412.0,1172.5530208376795,6629459971175497177,"-40,89",0,,1,149,,,0,,35,1
1589.103826104805,488.0,1101.103826104805,-8259264144073216573,"73,27",0,,1,77,,,0,,84,3
1598.81033698917,480.0,1118.81033698917,-6603807615347465860,"33,120",0,,1,95,,,0,,87,7
1607.5205609404663,468.0,1139.5205609404663,3703534156624014591,"75,19",0,,1,116,,,0,,92,6
1611.1024967590665,509.0,1102.1024967590665,-6465022021151572731,"197,-119",0,,0,,78,Stone Axe Head,0,,114,3
1617.124945793572,449.0,1168.124945793572,8133450531681987717,"102,159",26,144,0,,,,22,73,73,7
1624.0045870594445,491.0,1133.0045870594445,4462914306996508557,"-148,103",0,,1,109,,,0,,156,4
1627.0145977624284,466.0,1161.0145977624284,1377170037590055880,"-26,-2",0,,1,137,,,0,,192,6
1629.5170240508305,466.0,1163.5170240508305,8828956521197017274,"31,-46",0,,1,140,,,0,,218,9
1637.4195277654653,469.0,1168.4195277654653,-1489835693216610068,"40,65",48,144,0,,,,0,,49,7
1640.9602596712127,466.0,1174.9602596712127,2055122061470764827,"23,-262",0,,0,,151,Bone Axe Head,0,,57,2
1646.843191832831,489.0,1157.843191832831,1559648765170008644,"216,95",10,134,0,,,,0,,212,7
1648.480406320024,465.0,1183.480406320024,2849500111931864864,"-30,-147",0,,1,159,,,0,,29,8
1649.491106406735,499.0,1150.491106406735,2365536730011107255,"196,-10",0,,1,126,,,0,,178,4
1650.907866814066,475.0,1175.907866814066,6773601925877169955,"5,-23",0,,1,152,,,0,,15,3
1652.5951731952412,467.0,1185.5951731952412,-1051202881197987420,"-17,57",0,,0,,162,Flint Shovel Head,9,74,89,7
1658.407708461347,541.0,1117.407708461347,-55115976603548790,"15,77",0,,1,93,,,0,,67,9
1664.426957611029,495.0,1169.426957611029,-6845629333388067679,"-12,13",0,,1,145,,,0,,188,6
1665.1486689980538,520.0,1145.1486689980538,-7288873381300404011,"-69,-21",0,,1,121,,,0,,214,4
1666.8429515575194,471.0,1195.8429515575194,429784743862726384,"12,-42",0,,0,,172,Bone Axe Head,0,,298,4
1668.6160524344455,525.0,1143.6160524344455,-2428787786636384741,"-7,101",0,,0,,120,Stone Shovel Head,13,120,81,3
1673.5036382261192,409.0,1264.5036382261192,-3119668682579408242,"61,67",3,241,0,,,,15,141,89,7
1676.2679741386128,501.0,1175.2679741386128,8223832200397262981,"0,0",0,,1,151,,,0,,57,11
1685.274932307477,472.0,1213.274932307477,-4233822575694767899,"1,-36",35,189,0,,,,0,,94,8
1693.203689524133,512.0,1181.203689524133,6583781922312940222,"15,7",0,,0,,157,Bone Axe Head,0,,55,7
1693.9322432549145,515.0,1178.9322432549145,2140602809158246297,"245,44",0,,1,155,,,0,,91,5
1696.7406303919943,536.0,1160.7406303919943,3135474846047620588,"1,76",0,,1,137,,,0,,44,8
1732.7304198391196,605.0,1127.7304198391196,-108638451995874397,"258,122",0,,0,,104,Stone Shovel Head,0,,86,6
1740.1540461270329,583.0,1157.1540461270329,8872508038900025714,"28,20",0,,1,133,,,0,,71,6
1758.8598839834667,478.0,1280.8598839834667,8342127734388845095,"-15,-5",1,257,0,,,,8,119,163,8
1798.4841382127001,609.0,1189.4841382127001,-929468764316256007,"45,138",0,,1,165,,,0,,242,5
1883.2390175308694,606.0,1277.2390175308694,9147728680257643387,"-51,-44",24,253,0,,,,12,186,24,6
1925.0,389.0,1536.0,225736430488592045,"36,50",0,,0,,,,8,117,45,7
1956.0,420.0,1536.0,-6192787156969821065,"-71,-125",0,,0,,,,0,,197,5
1973.0,437.0,1536.0,-3961665889531550714,"75,50",0,,0,,,,26,111,57,7
2030.0,494.0,1536.0,-2946527819294727436,"-34,-38",0,,0,,,,0,,,6
2107.0,571.0,1536.0,1569118377874227096,"-110,2",0,,0,,,,0,,88,8
2123.0,587.0,1536.0,3295778378238633542,"56,-123",0,,0,,,,0,,67,3
2137.0,601.0,1536.0,-7614317399951106177,"-509,-745",0,,0,,,,0,,72,5
