rank_in_stream,seed,score,uncapped,roguelike_chests,village_chests
684,-8709249694953812001,200268,203368,480,22
685,-4180710576074675640,177729,179429,384,35
686,-6388600395068040338,231210,235610,525,45
687,4289995650263468722,266970,271070,580,32
688,2836887913070634430,301902,307302,821,41
689,4785386090137102067,195012,198212,444,28
690,-4144411290780648413,205534,207734,537,37
691,-3639731563739473955,230419,234119,645,16
692,4556175605159299035,260028,264828,687,51
693,-1345046782436995520,243299,247899,580,31
694,-2197267649856125206,330764,357364,735,30
695,9182232873984341887,205665,213565,645,40
696,-764431245137400017,233180,236180,691,36
697,2865244138158707350,170034,171934,394,33
698,-1505459094403036901,302742,307542,792,11
699,8649344203918980315,157201,159901,400,42
700,-6328898847163738030,170175,173075,414,55
701,1392586770579495683,225930,239430,474,48
702,-9060161860695564870,138294,140394,321,53
703,-2129178755335728261,274128,278128,570,66
704,4940059290638458603,333873,339273,819,29
705,6744453835912836327,234608,239208,626,11
706,-5283095164979109434,252093,255793,546,16
707,7257267978438869405,192649,195949,558,52
708,8887376907815907526,434232,441332,913,67
709,-5521292936138760651,210989,213489,441,14
710,-4818802395528937527,252095,257095,691,32
711,-8969647323018319691,202886,206486,472,13
712,-3727225263301214311,186059,189859,492,45
713,-4580079327380446718,184010,185910,521,27
714,1575430668637323732,240315,245115,530,49
715,-4413045364928130831,286166,291466,621,58
716,2459754470377572901,300048,314748,614,10
717,-3141534511877214075,211762,214162,483,1
718,-7090773107616491033,281313,287813,698,30
719,1214738958423109007,184528,186828,485,18
720,-3861194322084213911,169141,171941,562,60
721,-839615220315967216,213997,217097,531,43
722,-4381843319125339998,258240,271340,551,22
723,1577982060397429427,249885,253885,628,40
724,5098453565140056864,237608,240608,569,47
725,2205349372206223745,124731,125831,431,25
726,4172366960595978315,194803,198103,465,47
727,554513757157083784,222845,226745,539,44
728,-2843858534441823095,261110,265810,557,33
729,8938019445951663549,275440,281940,606,16
730,338410943758909335,194893,208193,374,45
731,-1445272957948284379,254649,258749,570,46
732,-5065398476208500378,237779,250279,480,24
733,2642301426858826671,276863,280463,639,30
734,4030786694815999438,226227,228927,509,18
735,-2196340668344671053,205618,209518,521,38
736,4453970253642473909,158100,160300,387,60
737,1115962183420911327,204517,207617,477,48
738,-1456951711744870919,151867,152567,444,29
739,-2884368202465056292,202012,205012,382,26
740,-3557005176553904594,195970,198770,466,24
741,9219527670276466943,160908,164008,427,25
742,-8413731286332412887,208912,211612,475,61
743,-8458724839526384791,253618,257118,607,40
744,1373822546158253918,217715,220415,440,47
745,-2395735321016796187,235862,241062,604,60
746,-7549086917494942826,168814,172914,449,28
747,7004247103845010726,281739,285939,581,6
748,-3964740628126543175,214335,216735,515,26
749,1248303524193853517,259194,262994,614,69
750,9057004961415755673,221224,224324,552,13
751,4195212766142732378,199831,202731,498,31
752,4679798563418462888,203684,207584,513,52
753,8753826099688135794,260328,264728,582,21
754,7176594254135007971,166174,169174,441,31
755,-7092793307931740843,236329,238729,509,39
756,3401858795983660929,215048,218848,517,50
757,4767388832202311256,283178,288778,660,37
758,-8872377533275650236,237565,251065,593,28
759,6334206766410333585,286121,291121,651,40
760,6149701742378560637,174310,177010,410,29
761,-5385560935373570160,176959,179959,418,25
762,-1474019416721626049,227213,229913,555,32
763,103958914735779675,263554,268154,608,37
764,-1429162573405762953,216136,220436,509,38
765,-8667692649553219087,183953,186953,575,61
766,-1825547659408556592,255793,261293,607,33
767,1985413944306782990,214619,218219,471,31
768,-2262243390428810783,185900,188800,416,50
769,-7351429509317947369,295577,300177,707,31
770,-820220154827153428,213390,217090,530,25
771,5157269558904543900,189836,191836,377,15
772,-5027169471954415739,301100,304800,632,35
773,8954564507059443928,213298,215098,462,35
774,-3685328028948348943,214638,218238,490,36
775,3889052304042398113,226480,230180,553,45
776,-2574505100790470209,270203,276603,654,6
777,2891568681038389004,272038,276238,616,61
778,5343606402640424324,294456,299956,776,38
779,-2046427039352781217,186015,188415,460,32
780,-4012971416871291609,219708,223108,510,22
781,8773651303570915687,258282,261882,545,28
782,8224106789844695118,262686,267086,654,16
783,2467888280183490494,305733,310533,761,15
784,-5694498070786731832,212778,215678,621,10
785,4004890051691467880,260217,265617,607,55
786,-7270060355895872631,181768,184268,424,52
787,1071038637287987359,321682,328582,709,47
788,-38070323797312284,339373,345173,702,14
789,7501877895895521950,280800,295100,622,38
790,4668402833682709898,322348,348948,806,56
791,-4847175701603694752,217918,220718,547,18
792,2226125327426414887,232326,235726,487,28
793,3670401590821429424,195087,200587,503,20
794,1669677194953228414,237325,241625,534,37
795,6446021445754275422,182181,185681,465,35
796,6518145670315492270,264541,268941,645,28
797,-7102212091358660671,302273,306873,656,42
798,5388594535110654379,321622,336022,632,66
799,5942634406059156458,208332,212232,605,16
800,-3563309642792314364,339046,343846,776,54
801,8749507264736270599,222783,226683,474,19
802,9117886663196157437,218919,231719,444,40
803,-1697937652670094488,231650,235650,577,26
804,6510469195685157844,120791,122291,268,53
805,-6778883905524664207,263648,266748,539,31
806,6998855543813497815,249667,252767,534,40
807,-3024571185851384076,223380,226580,583,28
808,-8972864073771085929,167618,170518,465,18
809,-650322865082707916,212477,217577,651,49
810,8443563757000946645,267665,272865,709,32
811,3194999502180196245,203054,206254,569,57
812,22161774746067233,182737,185437,427,24
813,-8634333476611155926,215250,219250,527,43
814,670053451083109391,384821,395221,921,45
815,8198345900423888725,339303,345803,761,38
816,-1273654751482546137,260824,263824,564,42
817,1345674375582657900,275249,279549,634,23
818,-709373401454010453,125421,127521,340,30
819,8555798182311662973,201891,204591,435,37
820,8399168387589006952,203667,217367,529,32
821,4032207986019817306,151876,155176,457,46
822,-6684440792346272941,280452,284052,704,15
823,-6978441582124070782,106773,108073,271,35
824,8876991425286420692,193777,195077,486,53
825,3469471153701708425,180504,182804,473,27
826,-8859907072051049154,200976,203676,439,27
827,-7174715309631760732,209497,212797,463,18
828,5996686763172603179,140826,143026,399,43
829,-9027416544975247197,222936,226236,504,25
830,-3200534406186645009,144400,146300,407,21
831,-4550986516390165207,141033,141533,328,30
832,-7270146432487540924,236221,240521,565,27
833,8483146963415065736,192157,196057,491,24
834,-5088000829730999076,229743,233543,546,45
835,-478120256395507511,172069,174769,367,37
836,-4638882075902374318,192376,197376,517,38
837,-5756349547666379192,192089,196089,555,33
838,-557641487171026744,177424,181324,451,28
839,2121788437692990218,141925,143425,388,40
840,-1786995262458015214,264454,270254,640,30
841,6960886717917939145,247423,250923,626,34
842,-8671488818484955977,228665,231765,452,22
843,-5274802367223658996,301228,325728,630,45
844,-6337526672570979620,220056,222956,484,32
845,-6376082580683739588,213018,218318,502,36
846,-1186533247190873920,176830,179630,478,9
847,229372800988493619,327562,332862,710,25
848,8404849149921362298,192669,195469,459,54
849,8621176712779204507,313125,318325,847,36
850,4835888150032816513,338459,343359,770,30
851,2026015647415238209,219453,223253,544,21
852,-1462819550177736203,142419,144619,347,19
853,7904470682838505547,200320,202920,453,31
854,-3214554919626597684,238629,243029,490,36
855,2959333600894897261,325622,332222,817,20
856,-6001315473706087583,266887,270787,635,12
857,-4593894958104697501,243598,247298,537,48
858,6362668746337744330,188429,191929,459,36
859,-6577662978629601987,138426,140926,532,29
860,5223993885828787071,271314,276214,671,18
861,-6625953909709620300,382639,390839,981,44
862,-7713039043806448959,200558,204458,511,20
863,-3031987834733084583,235930,239830,558,33
864,5783579773283680150,187326,190426,489,20
865,-7852989834915313737,264613,268413,633,37
866,561440934830860874,251852,255252,583,39
867,-953584103139904652,195700,198300,405,33
868,4754259450765054881,200931,205431,481,40
869,7272346361714622643,268914,273114,574,36
870,-3681850915007966748,195787,207287,429,46
871,2211445081190366546,315433,330633,801,21
872,5199215740870992310,221310,224810,589,41
873,-91537950101147276,188188,190088,447,22
874,4078027551461423131,245798,249198,557,31
875,-4432287161403818712,149872,151472,290,34
876,-1951657789807926789,269291,274191,600,33
877,1743035169563486103,178603,181503,476,58
878,3944174179858857368,291255,294855,599,30
879,-8008674326613735357,179037,181637,418,40
880,4590878034966395671,196767,199767,647,28
881,5709582801464677856,233884,237484,518,69
882,-4567305217354086373,247240,250840,594,33
883,-4884275594263734418,178990,181590,465,14
884,7899576128021441484,235345,251645,763,46
885,9176218187872243489,161539,164039,454,39
886,-4678836301016509778,294628,299528,712,35
887,786866335278602218,254344,257544,618,39
888,3393963936292644458,198156,202156,472,49
889,-9199824237125367080,143411,146911,460,40
890,6559641242584056915,224579,229079,609,29
891,-815065541431559077,239174,242274,600,43
892,7677428885626207624,277421,291321,714,3
893,-4825011981223283305,210896,214996,493,45
894,-7792720014905940470,333248,339348,782,36
895,-6066607783342285233,171275,174875,436,28
896,-106479333869231143,151440,152540,311,26
897,-6678250411398651566,213792,215792,440,53
898,-5896838265061074297,207002,210702,462,31
899,7193010544124238080,195962,198262,504,27
900,-2251229250967524280,229917,238117,632,33
901,951135978454168141,346502,354302,886,36
902,-1904649533524657036,184616,188016,553,15
903,7370790530002911758,270283,274383,679,35
904,2399874309244865969,197951,201051,472,13
905,2691679275795038363,226286,228686,531,12
906,6095094154222038783,210790,212990,473,38
907,-1188910301151596507,189114,193114,506,23
908,-4100236433701284412,178546,181246,484,37
909,66378209834662760,177669,179269,382,35
910,-7024221881484400480,198180,200880,409,34
911,236676199522552446,229714,232714,426,56
912,-5032312233978963921,169028,172128,399,29
913,-5249042496731256895,200551,203151,457,35
914,-3341341366365306738,174735,176335,471,41
915,-3077915492964000254,381621,389021,902,32
916,4869303081729172325,398008,417108,860,29
917,-943610773019485954,178756,184256,471,63
918,4864159814092406556,313573,320273,757,39
919,6943277345709038325,228911,231211,557,51
920,5498346890322727915,210590,213790,512,34
921,-2295958699328351622,340565,343965,778,12
922,6955900022494004663,198871,201171,478,18
923,-8135651712722069632,217254,220354,501,50
924,-4587568863094276870,213869,215669,441,31
925,1264995001427389746,268360,322060,564,29
926,-7084474548898777845,214516,219416,556,39
927,5197424769362370437,300598,306898,734,25
928,2949850485112303357,245709,249509,590,36
929,-8600010053484582336,212769,216569,642,26
930,-6982476331287008226,304260,307960,689,30
931,-4766994750988187302,255842,260142,683,31
932,-8832187419008477180,240068,243968,624,53
933,-8957781754960257144,199408,202308,429,25
934,474849165951758909,285303,290303,687,57
935,-918804224352612950,300542,306442,655,14
936,3303850081599181067,246196,248996,560,24
937,-8138999011286158120,211814,215114,514,38
938,-3176787942984907748,248024,261624,554,49
939,8908135178642360840,328743,334943,811,19
940,8220301630636798747,277208,281308,627,19
941,-3258036505830018040,222423,226623,486,36
942,7851870875491168923,278179,283779,671,41
943,5413311673063118926,360517,366217,796,42
944,6856348200075805590,246679,250279,651,37
945,8451502716905797213,241754,245754,606,33
946,-20928081047321080,235990,240390,641,23
947,3481103854917142509,233667,237067,502,49
948,7609402649867420337,151987,155387,356,32
949,-2331015757114748012,260101,264201,575,6
950,2096525933182997053,230479,233379,491,29
951,4302492598137750274,237882,241282,673,48
952,-5064468008895360666,171438,172738,454,52
953,-6448727154944217730,262258,265558,651,23
954,-3907496046009140404,235749,249449,554,46
955,-2283335028412812407,199263,201863,456,17
956,-1791519938817278075,274820,279020,674,21
957,-5211255774374972009,194812,197312,444,29
958,7997544711936483108,265845,269645,705,12
959,495718655550304956,249802,263102,680,26
960,-8959165412957891941,224250,229950,517,20
961,-4854655878347557070,277371,280871,673,36
962,-2221606029275229584,241370,254570,516,38
963,-67237776099826092,329550,334950,865,29
964,2791607139631396481,219032,222232,581,34
965,8734047344526771795,117111,119211,330,52
966,4865171951834365455,174002,177202,441,27
967,8337948950625193370,195517,199117,420,21
968,-3727292412458129623,220543,223343,474,9
969,-9114956226631490252,181382,182982,404,27
970,-1703823420014103017,204787,207787,539,23
971,3399059702748116145,237425,240025,465,43
